ECHO10 Granule Elements,,,,,,,,,,,,,,,,,,,,,,Spatial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"* = GCMD controlled: https://gcmd.nasa.gov/learn/keyword_list.html
"Low Elevation Coastal Zone (LECZ) Urban-Rural Population and Land Area Estimates, Version 2 (G1402113260-SEDAC) - lecz-urban-rural-population-land-area-estimates-v2-csv.zip",OK,OK,OK,np,OK,OK,np,np,np,OK,np,np,np,OK,OK,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,GET WEB MAP SERVICES should be changed to WEB MAP SERVICE (WMS) to comply with UMM URL types.,OK,OK,OK,np,np,np,np,np,Recommend removing the URL in the Provider Browse URL element since it is a repeat of an Online Resource URL.,np,OK,np,"Patrick Staton, 8/22/2017, 12:49 PM

Adam Sisco; 8/23/2017, 9:09 AM",,,,,,,,,
"Low Elevation Coastal Zone (LECZ) Urban-Rural Population Estimates, Global Rural-Urban Mapping Project (GRUMP), Alpha Version (G1403621443-SEDAC) - 10mlecz-grumpv1.xls",OK,OK,OK,np,OK,OK,np,np,np,OK,np,np,np,OK,OK,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,OK,np,OK,OK,np,np,np,np,np,OK,np,np,np,"Patrick Staton, 8/22/2017, 12:54 PM

Adam Sisco; 8/23/2017, 9:12 AM",,,,,,,,,
Millennium Ecosystem Assessment: MA Biodiversity (G1403685431-SEDAC) - ma-biodiversity-v1-1950-2001.zip,OK,OK,OK,np,OK,OK,OK,np,np,OK,np,np,np,np,OK,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,OK,np,OK,"Recommend listing the data formats as separate metadata elements.

<DataFormat>Shapefile</DataFormat>
<DataFormat>Excel</DataFormat>
<DataFormat>dBase</DataFormat>
<DataFormat>Raster Grids</DataFormat>",OK,np,np,np,np,np,np,np,np,"Betzy Hernandez: 08/21/2017, 3:39 PM

Patrick Staton, 8/22/2017, 1:47 PM",,,,,,,,,
Millennium Ecosystem Assessment: MA Rapid Land Cover Change (G1403691856-SEDAC) - ma-rapid-land-cover-change-v1-1950-2015.zip,OK,OK,OK,np,OK,OK,OK,np,np,OK,np,np,np,np,OK,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,OK,np,OK,"Recommend listing the data formats as separate metadata elements.

<DataFormat>Shapefile</DataFormat>
<DataFormat>Raster Grids</DataFormat>",OK,np,np,np,np,np,np,np,np,"Betzy Hernandez: 08/21/2017, 3:32 PM

Patrick Staton, 8/22/2017, 1:48 PM",,,,,,,,,
Millennium Ecosystem Assessment: MA Climate and Land Cover (G1403690749-SEDAC) - ma-climate-land-cover-v1-1901-2000.zip,OK,OK,OK,np,OK,OK,OK,np,np,OK,np,np,np,np,OK,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,Eighteen rows of whitespace appear in the native format. These can be removed.,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,OK,np,OK,"Recommend listing the data formats as separate metadata elements.

<DataFormat>Shapefile</DataFormat>
<DataFormat>dBase</DataFormat>
<DataFormat>Raster Grids</DataFormat>",OK,np,np,np,np,np,np,np,np,"Betzy Hernandez: 08/21/2017, 3:18 PM

Patrick Staton, 8/22/2017, 1:49 PM",,,,,,,,,
Sea Level Rise Impacts on Ramsar Wetlands of International Importance (G1397550791-SEDAC) - ramsar-slr-august2013.xls,OK,OK,OK,np,OK,OK,np,np,np,OK,np,np,np,OK,OK,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,GET WEB MAP SERVICES should be changed to WEB MAP SERVICE (WMS) to comply with UMM URL types.,OK,OK,OK,np,np,np,np,np,np,np,np,np,"Patrick Staton, 8/22/2017, 2:03 PM

Adam Sisco; 8/25/2017, 8:50 AM",,,,,,,,,
Urban Landsat: Cities from Space (G1403027154-SEDAC) - cairo.zip,OK,OK,OK,np,OK,OK,np,np,np,OK,np,np,np,OK,OK,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,"""ULANDSAT"" is not a GCMD project keyword.

SEDAC should contact GCMD to have ULANDSAT added to the GCMD projects keyword list.",np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,OK,np,OK,OK,np,np,np,np,np,Recommend removing the URL in the Provider Browse URL element since it is a repeat of an Online Resource URL.,np,np,np,"Patrick Staton, 8/22/2017, 2:12 PM

Adma Sisco; 8/25/2017, 9:03 AM",,,,,,,,,
"Anthropogenic Biomes of the World, Version 1 (G1396759979-SEDAC) - sa-anthrome-geotif.zip",OK,OK,OK,np,OK,OK,np,np,np,OK,np,np,np,OK,OK,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,"""ANTHROMES"" is not a GCMD project keyword.

SEDAC should contact GCMD to have ANTHROMES added to the GCMD projects keyword list.",np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,OK,np,OK,OK,np,np,np,np,np,Recommend removing the URL in the Provider Browse URL element since it is a repeat of an Online Resource URL.,np,np,np,"Patrick Staton, 8/22/2017, 3:10 PM

Adam Sisco; 8/25/2017, 9:08 AM",,,,,,,,,
"Anthropogenic Biomes of the World, Version 2: 1700 (G1396765199-SEDAC) - anthromes-v2-1700-asia-geotif.zip",OK,OK,OK,np,OK,OK,np,np,np,OK,np,np,np,OK,OK,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,"""ANTHROMES"" is not a GCMD project keyword.

SEDAC should contact GCMD to have ANTHROMES added to the GCMD projects keyword list.",np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,OK,np,OK,OK,np,np,np,np,np,Recommend removing the URL in the Provider Browse URL element since it is a repeat of an Online Resource URL.,np,np,np,"Patrick Staton, 8/22/2017, 3:33 PM

Adam Sisco; 8/25/2017, 9:14 AM",,,,,,,,,
"Anthropogenic Biomes of the World, Version 2: 1800 (G1396792314-SEDAC) - anthromes-v2-1800-global-geotif.zip",OK,OK,OK,np,OK,OK,np,np,np,OK,np,np,np,OK,OK,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,"""ANTHROMES"" is not a GCMD project keyword.

SEDAC should contact GCMD to have ANTHROMES added to the GCMD projects keyword list.",np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,GET WEB MAP SERVICES should be changed to WEB MAP SERVICE (WMS) to comply with UMM URL types.,OK,OK,OK,np,np,np,np,np,Recommend removing the URL in the Provider Browse URL element since it is a repeat of an Online Resource URL.,np,np,np,"Patrick Staton, 8/22/2017, 3:40 PM

Adam Sisco; 8/25/2017, 9:20 AM",,,,,,,,,
"Anthropogenic Biomes of the World, Version 2: 1900 (G1396799749-SEDAC) - anthromes-v2-1900-namerica-esrigrid.zip",OK,OK,OK,np,OK,OK,np,np,np,OK,np,np,np,OK,OK,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,"""ANTHROMES"" is not a GCMD project keyword.

SEDAC should contact GCMD to have ANTHROMES added to the GCMD projects keyword list.",np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,OK,np,OK,OK,np,np,np,np,np,Recommend removing the URL in the Provider Browse URL element since it is a repeat of an Online Resource URL.,np,np,np,"Patrick Staton, 8/22/2017, 3:48 PM

Adam Sisco; 8/25/2017, 9:23 AM",,,,,,,,,
"Anthropogenic Biomes of the World, Version 2: 2000 (G1396806508-SEDAC) - anthromes-v2-2000-africa-geotif.zip",OK,OK,OK,np,OK,OK,np,np,np,OK,np,np,np,OK,OK,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,"""ANTHROMES"" is not a GCMD project keyword.

SEDAC should contact GCMD to have ANTHROMES added to the GCMD projects keyword list.",np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,OK,OK,OK,OK,np,np,np,np,np,Recommend removing the URL in the Provider Browse URL element since it is a repeat of an Online Resource URL.,np,np,np,"Patrick Staton, 8/22/2017, 3:52 PM

Adam Sisco; 8/25/2017, 9:27 AM",,,,,,,,,
Central American Vegetation/Land Cover Classification and Conservation Status (G1397066962-SEDAC) - proarca.zip,OK,OK,OK,np,OK,OK,np,np,np,OK,np,np,np,OK,OK,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,OK,np,OK,"Recommend listing the data formats as separate metadata elements.

<DataFormat>ESRI Grid</DataFormat>
<DataFormat>Shapefile</DataFormat>",np,np,np,np,np,np,np,np,np,"Patrick Staton, 8/22/2017, 4:02 PM

Adam Sisco; 8/25/2017, 9:31 AM",,,,,,,,,
"Global Agricultural Lands: Croplands, 2000 (G1396737805-SEDAC) - gl-croplands-grid.zip",OK,OK,OK,np,OK,OK,np,np,np,OK,np,np,np,OK,OK,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,OK,np,OK,OK,np,np,np,np,np,Recommend removing the URL in the Provider Browse URL element since it is a repeat of an Online Resource URL.,np,np,np,"Patrick Staton, 8/22/2017, 4:06 PM

Adam Sisco; 8/25/2017, 9:39 AM",,,,,,,,,
"Global Agricultural Lands: Pastures, 2000 (G1397070156-SEDAC) - na-pastures-grid.zip",OK,OK,OK,np,OK,OK,np,np,np,OK,np,np,np,OK,OK,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,OK,np,OK,OK,np,np,np,np,np,Recommend removing the URL in the Provider Browse URL element since it is a repeat of an Online Resource URL.,np,np,np,"Patrick Staton, 8/23/2017, 9:44 AM

Adam Sisco; 8/25/2017, 11:06 AM",,,,,,,,,
Global Annual Average PM2.5 Grids from MODIS and MISR Aerosol Optical Depth (AOD) (G1397115805-SEDAC) - global-annual-avg-pm2-5-2007-geotiff.zip,OK,OK,OK,np,OK,OK,np,np,np,OK,np,np,np,OK,OK,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,OK,np,OK,OK,np,np,np,np,np,np,np,np,np,"Patrick Staton, 8/23/2017, 9:47 AM

Adam Sisco; 8/25/2017, 11:09 AM",,,,,,,,,
"Global Annual PM2.5 Grids from MODIS, MISR and SeaWiFS Aerosol Optical Depth (AOD), 1998-2012 (G1397307659-SEDAC) - global-annual-avg-pm2-5-modis-misr-seawifs-aod-2000-2002-geotiff.zip",OK,OK,OK,np,OK,OK,np,np,np,OK,np,np,np,OK,OK,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,OK,np,OK,OK,np,np,np,np,np,np,np,np,np,"Patrick Staton, 8/23/2017, 9:48 AM

Adam Sisco; 8/25/2017, 11:12 AM",,,,,,,,,
Global Drought Hazard Frequency and Distribution (G1397320629-SEDAC) - gddrg.zip,OK,OK,OK,np,OK,OK,np,np,np,OK,np,np,np,OK,OK,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,GET WEB MAP SERVICES should be changed to WEB MAP SERVICE (WMS) to comply with UMM URL types.,OK,OK,OK,np,np,np,np,np,Recommend removing the URL in the Provider Browse URL element since it is a repeat of an Online Resource URL.,np,np,np,"Patrick Staton, 8/23/2017, 9:50 AM

Adam Sisco; 8/25/2017, 11:15 AM",,,,,,,,,
Global Flood Hazard Frequency and Distribution (G1397322386-SEDAC) - gdfld.zip,OK,OK,OK,np,OK,OK,np,np,np,OK,np,np,np,OK,OK,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,Three lines of whitespace can be removed from the native format.,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,GET WEB MAP SERVICES should be changed to WEB MAP SERVICE (WMS) to comply with UMM URL types.,OK,OK,OK,np,np,np,np,np,Recommend removing the URL in the Provider Browse URL element since it is a repeat of an Online Resource URL.,np,np,np,"Patrick Staton, 8/23/2017, 9:55 AM

Adam Sisco; 8/25/2017, 11:17 AM",,,,,,,,,
Global Landslide Hazard Distribution (G1397325588-SEDAC) - gdlnd.zip,OK,OK,OK,np,OK,OK,np,np,np,OK,np,np,np,OK,OK,np,np,np,Six lines of white space can be removed from the native format.,np,np,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,GET WEB MAP SERVICES should be changed to WEB MAP SERVICE (WMS) to comply with UMM URL types.,OK,OK,OK,np,np,np,np,np,Recommend removing the URL in the Provider Browse URL element since it is a repeat of an Online Resource URL.,np,np,np,"Patrick Staton, 8/23/2017, 10:18 AM

Adam Sisco; 8/25/2017, 11:19 AM",,,,,,,,,
"Global Mangrove Forests Distribution, 2000 (G1397352824-SEDAC) - E120S20.zip",OK,OK,OK,np,OK,OK,np,np,np,OK,np,np,np,OK,OK,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,OK,np,OK,OK,np,np,np,np,np,np,np,np,np,"Patrick Staton, 8/23/2017, 10:23 AM

Adam Sisco; 8/25/2017, 11:23 AM",,,,,,,,,
Global Multihazard Frequency and Distribution (G1397329172-SEDAC) - gdmhz.zip,OK,OK,OK,np,OK,OK,np,np,np,OK,np,np,np,OK,OK,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,OK,np,OK,OK,np,np,np,np,np,Recommend removing the URL in the Provider Browse URL element since it is a repeat of an Online Resource URL.,np,np,np,"Patrick Staton, 8/23/2017, 10:25 AM

Adam Sisco; 8/25/2017, 11:27 AM",,,,,,,,,
"Global Reservoir and Dam Database, Version 1 (GRanDv1): Dams, Revision 01 (G1397391360-SEDAC) - dams-rev01-global-shp.zip",OK,OK,OK,np,OK,OK,np,np,np,OK,np,np,np,OK,OK,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,GET WEB MAP SERVICES should be changed to WEB MAP SERVICE (WMS) to comply with UMM URL types.,OK,OK,OK,np,np,np,np,np,Recommend removing the URL in the Provider Browse URL element since it is a repeat of an Online Resource URL.,np,np,np,"Patrick Staton, 8/23/2017, 10:28 AM

Adam Sisco; 8/25/2017, 11:30 AM",,,,,,,,,
"Global Reservoir and Dam Database, Version 1 (GRanDv1): Reservoirs, Revision 01 (G1397392677-SEDAC) - reservoirs-rev01-global-shp.zip",OK,OK,OK,np,OK,OK,np,np,np,The native format has a row of whitespace rather than the SizeMBDataGranule element present in all other SEDAC granules reviewed.,np,np,np,OK,OK,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,GET WEB MAP SERVICES should be changed to WEB MAP SERVICE (WMS) to comply with UMM URL types.,OK,OK,OK,np,np,np,np,np,Recommend removing the URL in the Provider Browse URL element since it is a repeat of an Online Resource URL.,np,np,np,"Patrick Staton, 8/23/2017, 10:31 AM

Adam Sisco; 8/25/2017, 11:32 AM",,,,,,,,,
Global Estimated Net Migration Grids by Decade: 1970-2000 (G1397502832-SEDAC) - 30arcsec-net-migration-1990-2000-geotiff.zip,OK,OK,OK,np,OK,OK,np,np,np,OK,np,np,np,OK,OK,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,OK,OK,OK,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,np,np,OK,OK,np,np,np,np,np,np,OK,np,np,np,np,np,np,np,np,OK,OK,OK,np,OK,OK,GET WEB MAP SERVICES should be changed to WEB MAP SERVICE (WMS) to comply with UMM URL types.,OK,OK,OK,np,np,np,np,np,Recommend removing the URL in the Provider Browse URL element since it is a repeat of an Online Resource URL.,np,np,np,"Patrick Staton, 8/23/2017, 10:36 AM

Adam Sisco; 8/25/2017, 11:54 AM",,,,,,,,,
