South Bounding, West Bounding, North Bounding, East Bounding
1.84051,13.82285,3.93732,15.86399
0.39461,13.51685,2.4913,15.55605
-1.05203,13.20983,1.04463,15.2493
-2.49831,12.90235,-0.40171,14.94319
-5.39055,12.28436,-3.29388,14.33204
1.84049,9.18039,3.93722,11.22157
0.39464,8.87452,2.49122,10.91358
-1.05181,8.56729,1.04486,10.60731
-2.4981,8.25968,-0.40143,10.30142
1.84048,12.26916,3.93714,14.30992
-2.49782,11.34884,-0.40131,13.38962
-5.39055,10.73075,-3.29396,12.77862
-2.4982,14.43875,-0.40163,16.47994
-3.94411,14.13045,-1.84756,16.17444
-5.3906,13.82083,-3.29404,15.86889
-1.05188,11.66395,1.04456,13.70387
-2.49806,14.44168,-0.40164,16.48337
-3.94411,14.13339,-1.84768,16.17789
1.84083,10.71958,3.93737,12.76103
1.84078,13.80865,3.9373,15.85049
0.39453,13.50268,2.49093,15.54263
-1.05175,13.19592,1.04468,15.23612
-2.49792,12.88862,-0.40153,14.9302
-3.94395,12.58038,-1.8476,14.62471
-5.39033,12.27082,-3.29394,14.31931
1.84081,9.17635,3.93731,11.21821
0.39432,8.87048,2.49069,10.91023
-1.05196,8.56343,1.04443,10.60415
-2.49783,8.25604,-0.40147,10.29851
-3.94437,7.94778,-1.84796,9.9929
0.39459,11.96448,2.49096,14.00447
-1.0519,11.65775,1.04442,13.69794
-2.49801,11.35049,-0.40173,13.39202
-2.49786,14.44592,-0.40153,16.48787
-3.94415,14.13766,-1.8478,16.18242
-3.94404,9.50341,-1.84774,11.54783
1.84088,13.81715,3.93732,15.85923
0.39441,13.51123,2.49073,15.55141
-1.05185,13.20454,1.04448,15.24499
-2.49794,12.8973,-0.40166,14.93912
1.84055,9.17734,3.93699,11.21935
0.39462,8.87166,2.4909,10.91155
-1.05189,8.56461,1.04443,10.60544
-2.49802,8.25722,-0.4017,10.29978
-3.94404,7.94912,-1.8477,9.99435
-1.05187,11.65553,1.04439,13.69578
-2.49769,11.34839,-0.40149,13.38999
-2.4978,14.43994,-0.40153,16.48195
-3.94435,14.13168,-1.84805,16.17647
1.84088,13.82676,3.93723,15.86911
0.3947,13.52096,2.49095,15.56134
-1.05172,13.21427,1.04451,15.25494
-2.49807,12.90707,-0.40188,14.94909
-3.94428,12.59891,-1.84809,14.64367
-5.39005,12.28961,-3.29387,14.33851
1.84068,9.1808,3.93704,11.22297
0.39454,8.8751,2.49073,10.91512
-1.05144,8.56821,1.04482,10.60918
-2.49784,8.26082,-0.40155,10.30352
-2.4979,11.34963,-0.40172,13.3913
-3.9439,11.04153,-1.84769,13.08598
-5.39049,10.73199,-3.29428,12.78074
-2.49794,14.43889,-0.40168,16.48091
-3.94396,14.13079,-1.8477,16.17559
1.84104,10.72591,3.93739,12.76748
1.84054,13.81815,3.93692,15.86003
0.39458,13.51244,2.49082,15.55237
-1.05167,13.20584,1.04454,15.24605
-2.49809,12.89866,-0.40189,14.9402
-3.94414,12.59062,-1.84793,14.63486
-5.39029,12.28129,-3.29406,14.32971
0.39481,11.95898,2.49102,13.99887
-2.49793,11.34528,-0.40172,13.38664
-2.49769,14.43121,-0.40143,16.47293
1.84033,10.71501,3.93796,12.75772
0.39374,10.40758,2.49131,12.44879
-1.05208,10.09977,1.04546,12.14117
-2.49857,9.79129,-0.4011,11.83392
-3.94496,9.48182,-1.84743,11.52715
1.84013,13.81125,3.9378,15.85428
0.39404,13.50418,2.49159,15.54526
-1.05202,13.19625,1.04549,15.23763
-2.49853,12.88774,-0.40103,14.93043
-3.94494,12.57826,-1.84742,14.62371
-5.39114,12.26755,-3.29363,14.31715
1.8401,9.18912,3.93781,11.23224
0.39405,8.88214,2.49161,10.92311
-1.05256,8.57377,1.04502,10.61569
-2.49853,8.26511,-0.40093,10.30876
1.8401,12.27585,3.93775,14.31857
0.39404,11.96854,2.49161,14.00971
-2.49854,11.35213,-0.401,13.39478
1.8402,10.7224,3.93784,12.76508
0.39411,10.41512,2.49164,12.4563
1.8401,13.81092,3.93777,15.85395
-1.05203,13.19597,1.04547,15.23735
-2.4983,12.88747,-0.4008,14.93025
1.83987,9.17368,3.93758,11.21672
-2.49871,14.4318,-0.40119,16.4748
-3.94483,14.12236,-1.8473,16.16816
-3.94467,9.49352,-1.84719,11.53885
1.83996,13.81946,3.93762,15.86247
-2.49843,12.89604,-0.40095,14.93876
-5.39104,12.27592,-3.29356,14.32556
-2.49857,8.2695,-0.401,10.31307
-1.05252,11.67082,1.04498,13.71236
-2.49847,11.36246,-0.40102,13.40529
-2.49874,14.44869,-0.40124,16.49193
-3.9448,14.13929,-1.84734,16.18533
-1.05234,13.20287,1.04513,15.24446
-2.49856,12.89445,-0.40112,14.93742
-3.9449,12.58502,-1.84746,14.6307
1.84003,9.18174,3.93766,11.22494
0.39403,8.87477,2.4915,10.91585
-1.05231,8.56651,1.04521,10.60855
-2.49856,8.25785,-0.40097,10.3016
-3.94462,7.9485,-1.84711,9.99491
-2.49868,14.44203,-0.40122,16.48517
-3.94479,14.13267,-1.84732,16.17856
-1.05244,10.1213,1.04503,12.16277
-2.49862,9.81292,-0.40123,11.85565
-3.94476,9.50358,-1.84733,11.549
-1.05209,13.21407,1.04534,15.25558
-2.49835,12.90567,-0.40089,14.9485
-3.94469,12.59622,-1.84727,14.64182
-5.39066,12.28566,-3.29318,14.33539
1.84027,9.19257,3.93785,11.23585
0.39426,8.88562,2.49171,10.92679
-1.05233,8.57736,1.04515,10.61946
-2.49877,8.26868,-0.40129,10.31252
-3.94486,7.95941,-1.84735,10.00587
-2.4986,14.44225,-0.40119,16.48542
-3.9447,14.13292,-1.84729,16.17888
-1.05218,13.19797,1.04527,15.23942
-2.4984,12.88954,-0.401,14.93237
-3.94453,12.58022,-1.84711,14.62579
-2.49829,14.43528,-0.40092,16.47817
-3.94499,14.1259,-1.84756,16.17153
-1.05221,13.20277,1.04522,15.24396
-2.49848,12.89439,-0.40109,14.93693
-3.94489,12.58504,-1.84752,14.63033
-5.3909,12.27452,-3.29346,14.32394
-2.49862,11.35526,-0.40129,13.39765
-2.49828,12.89378,-0.40092,14.93631
1.84011,9.18389,3.93755,11.22662
0.39423,8.87716,2.49157,10.91775
-2.4985,11.35367,-0.40125,13.39597
-2.4983,14.44686,-0.40098,16.48958
-3.94446,14.13762,-1.84712,16.18312
-1.05215,13.22823,1.04515,15.26938
-2.49817,12.92002,-0.40087,14.96252
-3.94471,14.1341,-1.84747,16.17977
1.84014,10.72824,3.9375,12.77081
1.84051,13.81782,3.93787,15.86082
-2.49817,12.89516,-0.40098,14.93785
-1.05227,8.56107,1.04498,10.60276
-2.49826,8.25274,-0.40101,10.29616
1.84046,12.27639,3.93774,14.31886
-2.49816,14.4393,-0.40099,16.48213
1.84028,10.72054,3.93753,12.76299
1.84027,13.80999,3.93756,15.85276
0.39419,13.50329,2.49131,15.54415
1.84023,9.17892,3.93744,11.22165
1.84057,12.27227,3.93775,14.31457
-2.49846,14.44401,-0.40136,16.48658
1.84039,10.74653,3.93751,12.78866
1.84051,13.83281,3.93768,15.87552
-2.49827,12.91076,-0.40131,14.95318
-3.94471,12.6018,-1.84772,14.64694
1.8406,9.18508,3.93776,11.22775
1.84053,12.27334,3.93768,14.31558
-2.49849,14.44063,-0.40144,16.48317
-3.94442,14.13175,-1.84741,16.17709
1.84044,13.82922,3.93757,15.87171
0.3943,13.52264,2.49129,15.56322
1.84024,9.19299,3.93735,11.23565
0.39439,8.88659,2.49134,10.92712
1.84037,12.27876,3.93744,14.32097
-2.49799,11.35689,-0.40106,13.39907
-2.49841,14.44322,-0.40145,16.48576
1.84063,10.72594,3.93762,12.76816
0.39446,10.41924,2.49141,12.45994
-1.05195,10.11191,1.04496,12.15286
1.84052,13.8163,3.93756,15.85889
0.39411,13.50973,2.49105,15.55041
-1.05201,13.20242,1.04488,15.24337
-2.49807,12.8946,-0.40118,14.93689
1.84056,9.18612,3.93761,11.22868
-2.49807,8.26403,-0.4011,10.30716
-3.94426,7.95525,-1.84731,10.00102
1.84067,12.27928,3.93769,14.32144
0.39454,11.97265,2.4914,14.01324
-1.05185,11.66533,1.04502,13.70613
-2.49797,14.45112,-0.4011,16.49358
-3.94465,14.14221,-1.84782,16.18748
1.84048,13.81519,3.9375,15.85769
0.39456,13.50883,2.49146,15.5494
-1.05185,13.20153,1.04502,15.24236
-2.49817,12.89372,-0.40137,14.93593
-3.94439,12.58494,-1.84752,14.62987
-5.39043,12.27496,-3.29357,14.32404
1.84044,9.17766,3.93738,11.22009
0.3945,8.87142,2.49138,10.91169
-1.0522,8.56377,1.04468,10.605
-2.49829,8.25582,-0.40141,10.2988
-3.94424,7.94719,-1.84733,9.99278
-2.49822,14.44001,-0.40142,16.48233
-3.94447,14.13131,-1.84765,16.17641
1.84066,10.73832,3.93757,12.78028
1.84052,13.82612,3.93745,15.86867
0.39414,13.51971,2.49093,15.56031
-1.05204,13.21253,1.04476,15.25341
-2.49836,12.90477,-0.40159,14.94702
-3.94431,12.59614,-1.84755,14.64114
-5.39032,12.28625,-3.29357,14.33537
1.84051,9.17963,3.93742,11.22209
-1.05203,8.56587,1.04473,10.60716
-2.49802,14.43374,-0.4013,16.47613
-3.94423,14.12513,-1.84751,16.1703
-1.05194,10.10467,1.04475,12.14544
-2.49805,9.7971,-0.40134,11.83911
1.84052,9.17983,3.93731,11.22213
0.39459,8.87374,2.49128,10.91392
-1.05188,8.56632,1.04482,10.60743
-2.49823,8.2585,-0.40148,10.30133
-3.94418,7.95002,-1.8475,9.99552
-1.05188,11.66086,1.04476,13.70135
-2.49795,11.35328,-0.40135,13.39513
-3.94446,11.04465,-1.84785,13.08928
-2.49821,14.44811,-0.40159,16.49034
-3.94419,14.13959,-1.84756,16.18458
-5.39026,13.82986,-3.29358,15.87893
1.84053,10.72747,3.93728,12.76961
-1.052,10.11395,1.04463,12.15483
1.84057,13.81552,3.93733,15.85799
0.39413,13.50929,2.4908,15.54981
-2.49806,12.89468,-0.40149,14.93683
-3.94457,12.58611,-1.84794,14.63096
-5.39064,12.27634,-3.29396,14.32534
1.8404,9.17974,3.93717,11.22203
0.39453,8.87373,2.49111,10.91387
-1.0517,8.56644,1.04494,10.60753
-2.49831,8.25865,-0.40166,10.30144
-2.4979,14.44283,-0.40128,16.48494
-3.94439,14.13425,-1.84779,16.17915
1.84074,13.8259,3.93748,15.86813
0.39457,13.51976,2.49118,15.56004
-1.05191,13.21273,1.0447,15.25331
-2.4983,12.90517,-0.4017,14.94709
-3.94426,12.59677,-1.84771,14.64142
-5.39035,12.28708,-3.29378,14.33587
1.84041,9.17777,3.93712,11.21984
0.3947,8.87186,2.49129,10.91179
-1.05205,8.56448,1.04455,10.60537
-2.49793,8.25691,-0.40133,10.2995
1.8406,12.26185,3.93724,14.30354
0.39462,11.9556,2.49123,13.99572
-3.94429,11.03276,-1.84776,13.07717
-5.39067,10.723,-3.29409,12.77168
-3.94455,14.11576,-1.84796,16.16054
-5.3907,13.80613,-3.29405,15.85499
1.84081,10.6964,3.9375,12.73802
-1.05197,10.08313,1.04462,12.12341
1.84048,13.78314,3.93721,15.82504
0.39447,13.47709,2.49107,15.51707
-1.05203,13.17012,1.04454,15.21035
-2.49793,12.86272,-0.40141,14.90433
1.84081,9.14634,3.93751,11.18809
0.39428,8.84033,2.49083,10.87993
-1.052,8.53308,1.04459,10.57364
1.84082,12.23781,3.93747,14.27916
0.39455,11.93153,2.49111,13.97133
-1.05199,11.62461,1.04457,13.6646
-2.49819,11.31721,-0.40166,13.35849
-5.39017,10.69916,-3.29363,12.74756
-2.49818,14.40904,-0.40159,16.45072
-3.94452,14.10061,-1.84795,16.14507
-5.39067,13.79098,-3.29408,15.83954
1.84046,10.70201,3.93715,12.74334
1.84061,13.79609,3.93729,15.83775
-1.05196,13.18313,1.04459,15.22314
-2.4979,12.87577,-0.40139,14.91716
-3.94451,12.56735,-1.84798,14.61144
-5.39014,12.25784,-3.29365,14.30612
1.84064,9.16474,3.93729,11.20651
0.39437,8.85881,2.49086,10.89846
-1.05166,8.55167,1.0449,10.59226
-2.49785,8.24408,-0.4013,10.28644
-3.94447,7.93572,-1.84785,9.98067
1.84056,12.25656,3.93717,14.29794
0.3943,11.95029,2.49083,13.99015
-1.05173,11.64351,1.04479,13.68357
-2.4979,11.33611,-0.40141,13.37749
-2.49866,14.42603,-0.40099,16.46938
-3.94473,14.11641,-1.84707,16.16256
-5.39117,13.80553,-3.29344,15.85579
1.84036,10.71803,3.93811,12.76104
1.83988,13.81055,3.93766,15.85392
-1.0526,8.56819,1.0451,10.61041
-3.94489,11.04426,-1.84729,13.09005
-2.4987,14.4407,-0.40105,16.4841
-3.94478,14.13115,-1.84713,16.17732
-2.49877,9.79863,-0.40116,11.84161
-1.05232,13.19541,1.04528,15.23713
-2.49876,12.88676,-0.40119,14.92984
-3.94485,12.57725,-1.84724,14.62307
-5.391,12.26647,-3.29341,14.31646
-1.05224,8.55778,1.04544,10.59996
-2.49844,8.24901,-0.40075,10.2929
-3.94501,7.93941,-1.84734,9.98596
-2.49859,11.33997,-0.40101,13.38289
-2.49873,14.43125,-0.40108,16.47456
-3.94479,14.12171,-1.84718,16.16781
-3.94457,9.49322,-1.84699,11.53878
-2.49881,12.8959,-0.40121,14.93884
-3.94488,12.5864,-1.84732,14.63209
0.39387,8.87768,2.49148,10.91898
-1.05242,8.5693,1.04523,10.61154
-2.4984,8.26058,-0.4007,10.30453
-2.49878,14.43481,-0.40119,16.47816
1.84009,10.7184,3.93779,12.76133
1.84009,13.80691,3.93782,15.85018
0.39379,13.49972,2.49141,15.54104
-1.05249,13.19171,1.04508,15.23331
-2.49874,12.88315,-0.40115,14.92613
-3.94456,12.5737,-1.84701,14.61941
-2.49875,8.24641,-0.40104,10.29014
-3.94508,7.9369,-1.84745,9.98327
-2.49849,14.42914,-0.40087,16.47222
-3.94484,14.11959,-1.84725,16.16544
1.84001,13.81346,3.93777,15.85651
-2.49864,12.88976,-0.40109,14.93251
-3.94504,12.58025,-1.84747,14.62571
-1.05228,8.56893,1.04537,10.61072
-2.49881,8.26016,-0.40115,10.30367
-3.94477,11.04451,-1.84722,13.08984
-2.49862,14.44756,-0.40105,16.49045
-3.94477,14.13811,-1.84719,16.1838
-5.39071,13.82746,-3.29316,15.87725
1.84028,13.82824,3.93799,15.87138
0.39396,13.52105,2.49157,15.56227
-1.05236,13.21308,1.04516,15.25456
-2.4986,12.90456,-0.40106,14.94741
-3.94497,12.59506,-1.84744,14.64065
1.83998,9.18992,3.93767,11.23301
-2.49862,14.44546,-0.40109,16.48849
-3.945,14.13598,-1.84748,16.1818
0.39414,13.51676,2.49168,15.55794
-1.05243,13.20874,1.0451,15.25019
-2.49851,14.4505,-0.40103,16.49366
-3.94484,14.14106,-1.84741,16.18704
-5.39075,13.83052,-3.29332,15.88059
1.84025,13.81957,3.9378,15.86284
-5.39086,12.26924,-3.29344,14.319
1.84004,9.17909,3.93754,11.22215
-2.49829,14.43909,-0.40092,16.48209
-3.94491,14.12969,-1.84755,16.17547
1.84002,13.82688,3.93754,15.86985
0.3942,13.52002,2.4916,15.56105
1.8404,9.18973,3.93787,11.23283
1.84004,12.27632,3.93744,14.31899
-2.49835,11.35335,-0.4011,13.39598
-5.39063,12.27124,-3.29336,14.32079
1.84031,9.1779,3.93775,11.22076
-2.49835,14.43758,-0.40107,16.48037
1.84025,10.73226,3.93765,12.77466
1.84013,13.82008,3.93756,15.86297
1.84017,9.17831,3.93753,11.22116
-2.49827,14.43424,-0.40101,16.47705
-3.9447,14.12504,-1.84744,16.17058
-5.39094,13.81461,-3.29364,15.86428
1.84051,10.72226,3.93783,12.76466
1.84038,13.81281,3.9377,15.85553
-2.49842,12.89026,-0.40127,14.9327
1.84015,9.18156,3.93753,11.22424
1.84026,12.27445,3.9376,14.31675
0.39417,11.9675,2.49138,14.00824
-2.49835,14.44475,-0.40111,16.48736
1.84059,10.72917,3.93781,12.77151
0.3939,10.42213,2.49113,12.46295
-3.94444,9.49758,-1.84733,11.54258
1.8401,13.81663,3.93739,15.85933
0.39399,13.5099,2.49116,15.55067
-1.05217,13.20241,1.04497,15.24344
-2.49821,12.89435,-0.4011,14.93674
1.84045,9.17886,3.93778,11.22149
1.84033,12.26955,3.9376,14.31178
0.39395,11.96257,2.4911,14.00326
-2.49856,11.34701,-0.40141,13.38918
-2.49828,14.43778,-0.40108,16.48033
-3.94474,14.12868,-1.84756,16.174
1.84018,10.72824,3.93741,12.7704
0.39426,10.42141,2.49141,12.46207
1.84053,13.82021,3.93775,15.86274
-2.4984,12.89799,-0.40134,14.9402
1.84044,9.19252,3.93775,11.23499
-1.05184,8.5781,1.04531,10.61942
-2.4982,8.26986,-0.40104,10.3129
1.84057,12.28402,3.93776,14.3263
-1.05195,11.6697,1.04509,13.71061
-2.49855,11.36161,-0.40147,13.40383
1.84066,10.72883,3.93781,12.77112
0.39447,10.42205,2.49155,12.46283
-2.49845,9.8066,-0.40148,11.84885
1.84057,13.81706,3.93777,15.85971
-1.05193,13.20299,1.04509,15.244
-2.49851,12.89494,-0.4015,14.93729
-3.9447,12.58601,-1.84766,14.63109
-5.39045,12.27591,-3.29344,14.32517
1.84056,9.1791,3.93774,11.22175
0.3942,8.87254,2.49121,10.91307
-1.05224,8.56473,1.04486,10.60619
-2.49857,8.25656,-0.40146,10.29974
-2.49833,14.43623,-0.40137,16.47882
-3.94453,14.12733,-1.84755,16.1727
1.84046,10.72367,3.93753,12.76593
1.84022,13.8145,3.93733,15.85712
0.39434,13.50802,2.49133,15.5487
-1.05183,13.20066,1.04516,15.24163
-2.4984,12.89267,-0.40145,14.93501
-3.94456,12.58379,-1.84763,14.62887
-5.39083,12.27367,-3.29386,14.32287
1.84053,9.18304,3.93766,11.22565
0.39417,8.87658,2.49112,10.91702
-1.05197,8.56885,1.04503,10.61029
-2.49832,8.26077,-0.40131,10.30392
-3.94449,7.95194,-1.84747,9.99772
1.84043,12.27524,3.93747,14.31743
-5.39073,13.82698,-3.2938,15.87637
-2.49822,9.81996,-0.40138,11.86206
0.39439,13.52983,2.49128,15.57044
-1.05208,13.22253,1.04487,15.26335
-2.4984,12.91465,-0.40151,14.95685
-3.94459,12.60582,-1.8477,14.65075
0.39438,10.42059,2.49124,12.46132
-1.05203,10.11337,1.04481,12.15428
0.39443,8.87122,2.49123,10.91153
-1.05174,8.56373,1.04509,10.60496
-2.49834,8.25571,-0.40149,10.29871
1.84068,12.26759,3.93758,14.30959
-2.49822,11.34616,-0.4015,13.38811
-3.94445,11.03747,-1.8477,13.08221
-5.39078,10.72747,-3.294,12.77649
-2.49838,14.43645,-0.40161,16.47878
1.84029,13.81631,3.93723,15.85856
-2.49794,12.89517,-0.40119,14.93712
-1.05172,8.57192,1.04511,10.61283
-2.49837,8.26399,-0.40156,10.30663
-3.94464,7.95541,-1.84782,10.00066
1.84069,12.27812,3.93754,14.31981
-2.49818,11.35698,-0.40146,13.39859
-3.94459,14.14087,-1.84788,16.18568
-2.49803,9.81124,-0.40131,11.85295
-3.94454,9.50256,-1.84783,11.54698
-5.39069,12.28045,-3.29392,14.32913
1.84043,9.18019,3.93725,11.22221
0.39422,8.87407,2.49092,10.91392
-1.05205,8.5667,1.04469,10.60751
-2.49821,8.25893,-0.40144,10.30147
-1.05189,11.65592,1.04477,13.69617
-2.49834,11.34834,-0.40164,13.38986
-5.39065,13.81901,-3.29394,15.86785
1.84051,10.7219,3.93733,12.76355
1.84078,13.81174,3.9376,15.85374
0.39453,13.5055,2.49124,15.54559
-1.05197,13.1984,1.04474,15.23876
-2.49812,12.89083,-0.40144,14.93255
-3.94442,12.58229,-1.84775,14.62673
-5.3905,12.27249,-3.29383,14.3211
1.84068,9.15964,3.93743,11.20201
0.39451,8.85355,2.49115,10.8938
-1.05169,8.54624,1.04498,10.58743
-2.49829,8.23841,-0.40163,10.28135
-2.49831,14.39301,-0.40169,16.4354
-3.94427,14.08453,-1.84766,16.1297
-5.39059,13.77476,-3.29394,15.82405
1.84011,10.68771,3.93784,12.73034
-2.49852,9.76381,-0.401,11.80643
-3.94467,9.45434,-1.8471,11.49966
-5.39119,12.24338,-3.2936,14.29303
1.84002,9.17379,3.9377,11.21708
0.39427,8.86682,2.49181,10.90797
-1.05232,8.55846,1.04525,10.60056
-5.39106,10.7192,-3.29348,12.7692
-2.49848,14.42895,-0.40095,16.47226
-3.94482,14.11942,-1.84727,16.1655
-5.39073,12.26452,-3.29322,14.31446
-2.49872,11.34363,-0.40124,13.38646
-5.39086,13.81503,-3.2933,15.86515
1.83999,13.82183,3.93767,15.86504
-1.05234,13.20685,1.04516,15.24839
-2.49855,12.89839,-0.4011,14.94129
-1.05227,8.57867,1.04528,10.6206
-2.49851,8.27001,-0.40094,10.31368
-2.49866,14.45193,-0.40111,16.49513
-3.94498,14.14244,-1.84746,16.18843
-5.39091,13.83184,-3.29337,15.88193
-2.49849,12.90077,-0.40101,14.94362
-3.94457,12.59139,-1.84712,14.63703
-1.05238,8.57014,1.04519,10.61212
-2.49862,8.26149,-0.40104,10.30519
1.84014,12.27455,3.93776,14.31729
-2.49835,14.44005,-0.40083,16.48317
-3.94499,14.13053,-1.84748,16.17641
