South Bounding, West Bounding, North Bounding, East Bounding
-0.9442,11.5844,0.9406,13.631
-2.3906,11.2758,-0.5055,13.3239
-3.8364,10.9659,-1.9514,13.0165
-2.3886,14.3676,-0.5033,16.4149
-3.8345,14.058,-1.9495,16.1087
-5.2808,13.7468,-3.3952,15.8014
1.9515,10.6637,3.8365,12.712
1.951,9.1263,3.8361,11.1744
0.5046,8.8188,2.3895,10.8652
-0.9419,8.511,0.9433,10.5569
-2.3882,8.2025,-0.5032,10.2496
-5.2834,13.7536,-3.3979,15.8068
1.951,10.6588,3.8361,12.7054
0.5043,10.3513,2.3893,12.3973
-0.9425,10.0435,0.9427,12.0886
-2.3888,9.7348,-0.5041,11.7814
-3.8357,9.4257,-1.9501,11.4742
1.9347,9.1179,3.8202,11.1642
1.9491,12.2155,3.8343,14.2617
1.9337,10.6896,3.8189,12.7352
1.9306,13.7813,3.8156,15.827
0.4879,13.4747,2.3732,15.5193
-0.9588,13.1669,0.9261,15.2109
-2.4057,12.8586,-0.5207,14.9038
-3.8525,12.5494,-1.9672,14.5969
1.9295,9.1271,3.8145,11.1728
0.4867,8.8208,2.3721,10.8649
-0.96,8.513,0.9248,10.5571
-2.4072,8.2047,-0.5219,10.2498
-3.8538,7.8954,-1.9688,9.9431
-5.3019,10.6702,-3.4165,12.7218
-5.2985,13.757,-3.4133,15.8087
-2.4098,12.8266,-0.5249,14.8716
-3.8568,12.5176,-1.9717,14.5648
-5.2994,12.2081,-3.4138,14.2594
1.9286,10.6598,3.8136,12.7062
-2.4083,9.7382,-0.5233,11.7838
1.9302,12.1961,3.8156,14.2423
0.4833,11.8891,2.3681,13.9341
-0.964,11.5818,0.9211,13.6265
-2.4107,11.2735,-0.5261,13.3197
-3.8579,10.9646,-1.9726,13.0131
-5.3,10.6553,-3.415,12.7079
-2.4088,14.3643,-0.5242,16.4108
-3.856,14.0556,-1.9708,16.1041
1.9304,10.6535,3.8153,12.7007
0.4831,10.3473,2.3682,12.3924
-0.9637,10.0396,0.9209,12.0853
1.9287,9.1174,3.8139,11.1642
0.486,8.811,2.3709,10.8573
-0.9611,8.504,0.9236,10.5496
-2.4082,8.1959,-0.5232,10.2428
-2.4095,14.3763,-0.5247,16.4226
-3.8558,14.0676,-1.9714,16.1176
-5.3029,13.7575,-3.4176,15.8115
1.9327,10.6542,3.8181,12.701
-0.9607,13.1277,0.9243,15.1731
-2.4074,12.8193,-0.5228,14.867
-2.3944,12.8178,-0.5091,14.8625
-5.2894,12.1995,-3.4038,14.2506
-2.3945,8.1836,-0.5093,10.2283
-0.9481,11.5827,0.937,13.6258
-3.8381,9.4312,-1.953,11.4774
-0.9429,8.512,0.9421,10.5558
-2.3909,8.2046,-0.5056,10.249
-3.8342,7.8971,-1.9491,9.9443
-3.835,10.9812,-1.95,13.0287
-5.283,10.6718,-3.3972,12.7226
-0.9392,8.4877,0.9458,10.5314
-3.8289,10.9616,-1.9435,13.0091
-5.2764,10.6516,-3.391,12.7037
-3.8278,14.0512,-1.9426,16.1
-5.2755,13.7417,-3.3899,15.7938
-2.3748,14.3607,-0.4881,16.4085
-0.9294,13.1053,0.9574,15.1513
-2.3726,12.797,-0.486,14.8448
-3.8203,12.4871,-1.9335,14.5372
-0.9269,11.5521,0.9598,13.5982
-2.3749,11.2434,-0.488,13.2905
1.9639,13.7337,3.8507,15.7808
1.9643,9.0875,3.8514,11.1344
0.5164,8.7791,2.4034,10.8247
-0.9274,8.4719,0.9598,10.5172
-2.375,8.1622,-0.4883,10.2095
-3.8188,7.8538,-1.9315,9.903
-2.3761,11.2486,-0.4894,13.2951
1.9613,12.1751,3.8491,14.2226
0.5175,11.8677,2.4049,13.9133
-3.8217,14.0369,-1.9344,16.0862
1.9609,13.7313,3.8486,15.7784
0.5132,13.423,2.4001,15.4689
-0.9307,13.1154,0.9567,15.1608
-2.3787,12.8058,-0.4915,14.8527
-0.9347,11.5677,0.9529,13.6139
0.5098,10.3284,2.3972,12.3739
1.9565,13.725,3.8446,15.7733
1.9554,9.0891,3.843,11.1378
-0.9362,8.4736,0.9511,10.5203
-2.3842,8.1645,-0.4967,10.2117
0.5089,11.8732,2.3963,13.92
-2.3828,14.3487,-0.4956,16.3964
-3.8309,14.0382,-1.9432,16.089
-5.2785,13.7267,-3.3909,15.7812
1.9503,9.1117,3.838,11.1602
0.5022,8.8037,2.3898,10.8502
-0.941,8.4957,0.9459,10.5423
1.9485,12.1992,3.8361,14.2482
-0.943,11.5837,0.944,13.6304
1.9451,13.7321,3.8329,15.7808
0.4972,13.424,2.3847,15.4709
-0.9466,13.1161,0.9408,15.1632
-2.3946,12.8071,-0.5071,14.8548
-3.8381,12.4981,-1.9507,14.5483
-0.9479,8.4797,0.9394,10.5264
1.9419,10.6422,3.8298,12.6905
-2.3981,9.7176,-0.5108,11.7651
0.4923,13.4253,2.3796,15.4717
-0.9517,13.1172,0.9358,15.164
-2.3999,12.8082,-0.5123,14.8558
-3.8434,12.4993,-1.9561,14.549
1.9385,9.1026,3.8265,11.1508
0.4904,8.7948,2.3777,10.841
-0.9538,8.4868,0.9339,10.5333
-2.4018,8.1778,-0.5145,10.225
1.9389,12.1959,3.8267,14.2437
0.4908,11.8874,2.3781,13.934
-0.9576,11.5791,0.93,13.6251
-2.4013,11.2712,-0.514,13.3183
-2.4031,14.3634,-0.5156,16.4108
-3.8468,14.0543,-1.9593,16.1041
-5.2948,13.7431,-3.407,15.797
1.9323,9.1075,3.8202,11.1547
0.4842,8.7997,2.3713,10.8454
-0.9602,8.4916,0.9276,10.5379
-2.4083,8.1829,-0.5211,10.2299
-0.9615,11.578,0.9257,13.6242
-2.4057,11.27,-0.518,13.3167
-5.2978,10.6493,-3.4097,12.7031
1.9263,12.1734,3.814,14.2209
0.4822,11.8669,2.3695,13.912
-0.9665,11.5584,0.9208,13.6038
-2.4108,11.2503,-0.5233,13.2969
1.926,10.6274,3.8138,12.6742
0.4776,10.3201,2.3647,12.3649
-5.3041,9.0846,-3.4162,11.1373
1.9255,13.719,3.8132,15.7651
0.4773,13.4104,2.3643,15.4559
-0.9673,13.1034,0.9201,15.1486
-2.4112,12.7952,-0.5243,14.842
-3.8601,12.4859,-1.9725,14.5342
-3.862,9.415,-1.9749,11.4638
-5.3063,9.1047,-3.4185,11.1575
1.9217,13.7405,3.8093,15.7873
0.478,13.4339,2.3645,15.4791
-0.9714,13.1264,0.9163,15.171
-2.4159,12.8181,-0.5285,14.8646
-5.3086,12.1984,-3.4211,14.2517
1.9246,9.0978,3.8115,11.1454
0.4757,8.7908,2.3626,10.8366
-2.4173,8.1756,-0.5306,10.2221
-3.8618,7.8676,-1.9746,9.9168
0.4751,11.8785,2.3623,13.9242
-0.9689,11.5717,0.9177,13.6174
-2.4178,11.2632,-0.5309,13.3104
-2.4175,12.8011,-0.5304,14.8481
-3.8616,12.493,-1.9749,14.5427
-2.4139,11.2554,-0.527,13.3023
-3.86,14.0373,-1.9734,16.0867
-2.4134,12.804,-0.5268,14.8506
-5.3067,12.1857,-3.4193,14.2384
-0.9639,8.4815,0.9231,10.5263
-2.4125,8.1734,-0.5261,10.2199
1.9279,12.1872,3.8149,14.2339
-3.8556,14.0511,-1.9685,16.1
-5.3042,13.7408,-3.4173,15.7938
0.4868,8.7963,2.3738,10.8417
-5.2979,13.7412,-3.4106,15.7938
-3.8523,9.4111,-1.9652,11.4593
-5.2947,12.1914,-3.4078,14.2441
1.9393,9.0936,3.8258,11.1397
0.4896,8.7869,2.3767,10.8318
-2.4003,14.3528,-0.5132,16.3985
-3.845,14.0444,-1.9583,16.093
-5.2943,13.7349,-3.4071,15.7869
0.4935,10.3311,2.3802,12.3759
-2.3967,9.7178,-0.5099,11.7632
-3.846,9.4094,-1.9591,11.457
-0.9514,13.1161,0.9356,15.1604
-2.3962,12.8088,-0.5096,14.8548
-3.8413,12.5013,-1.9543,14.549
-3.839,9.4273,-1.952,11.4754
-3.8367,12.5217,-1.9497,14.5702
-2.3876,8.1883,-0.5008,10.2344
-2.3867,9.7221,-0.4994,11.7683
-0.9364,13.1187,0.9506,15.1636
-2.3863,12.8109,-0.4989,14.8572
-3.8233,12.4983,-1.9357,14.5469
-5.2725,12.1886,-3.3851,14.2416
-5.2595,13.7252,-3.3705,15.7783
1.9669,12.1762,3.8564,14.2244
1.9658,13.7185,3.8552,15.767
-0.9257,13.1031,0.9638,15.1493
-2.3709,12.7944,-0.4819,14.8421
-3.8165,12.4843,-1.9267,14.5348
1.9659,12.1712,3.8557,14.2198
-5.266,10.6249,-3.376,12.6799
-2.3719,14.3366,-0.4825,16.3849
-3.8219,14.0261,-1.9321,16.0764
-5.2662,13.7158,-3.3773,15.7696
-2.3762,9.703,-0.4867,11.7515
1.9625,9.0907,3.8524,11.1392
-0.9331,8.4742,0.9568,10.5211
1.9591,12.1782,3.8493,14.2278
0.5142,11.8713,2.4033,13.9179
-0.9317,11.5631,0.9579,13.6098
-2.3773,11.2541,-0.4874,13.3026
-5.2683,10.6329,-3.3781,12.6881
-2.3774,14.3421,-0.488,16.3907
-3.8231,14.0323,-1.933,16.0834
1.9545,9.0832,3.8447,11.1318
0.5092,8.7755,2.3989,10.8227
-3.8274,7.8484,-1.9379,9.8991
1.9507,10.6331,3.8408,12.6822
0.5051,10.3255,2.3949,12.3729
-0.941,10.0169,0.9494,12.0643
1.9489,13.7248,3.8394,15.7737
0.5035,13.4168,2.3932,15.4644
-0.9426,13.1085,0.9477,15.1558
-2.3881,12.7996,-0.4983,14.848
-3.8339,12.4895,-1.9438,14.5406
-5.2797,12.1787,-3.3889,14.2335
1.9496,9.0948,3.8397,11.1441
0.5036,8.7869,2.394,10.8345
-0.9463,8.478,0.9435,10.5248
-2.3924,8.1686,-0.502,10.2172
-3.8378,7.8592,-1.9478,9.9098
-2.3914,11.2624,-0.5011,13.3104
1.9414,10.6558,3.8317,12.7047
-2.3961,9.7311,-0.5062,11.7787
-3.8423,9.4211,-1.9517,11.4714
0.4957,8.7968,2.3856,10.8434
-0.9507,8.488,0.9397,10.5352
-2.3962,8.1786,-0.5064,10.2268
1.9367,10.6354,3.8266,12.6838
-3.8477,9.4006,-1.9573,11.4512
1.94191,13.78529,3.83191,15.83261
0.49625,13.47891,2.38524,15.52406
-0.95008,13.17082,0.93943,15.2168
-5.2967,12.1768,-3.4064,14.2307
-5.3007,13.7153,-3.4103,15.7689
-2.4093,9.6981,-0.5194,11.7455
-3.8557,9.3886,-1.9652,11.4384
1.9262,9.0769,3.8162,11.1243
1.926,12.1669,3.8162,14.2145
0.4777,10.3146,2.3678,12.3607
1.9241,13.7134,3.8146,15.7611
1.92,12.1723,3.8102,14.22
1.9171,10.6337,3.8071,12.6813
-2.4185,9.7114,-0.5284,11.7586
-3.8647,9.4015,-1.9747,11.4513
1.9161,13.7254,3.8061,15.7739
0.4736,13.4194,2.3638,15.4654
1.9181,9.0984,3.808,11.1462
0.4713,8.7907,2.3616,10.837
-0.9748,8.4829,0.9148,10.5293
1.9183,12.1911,3.8084,14.2387
0.4714,11.8838,2.3616,13.9306
-2.4215,11.2676,-0.5315,13.3155
-5.3142,10.6481,-3.4241,12.7023
-2.4227,14.3609,-0.5328,16.4081
-3.8691,14.0518,-1.9791,16.1022
-5.3152,13.7413,-3.4251,15.7951
1.9131,13.7512,3.8035,15.7993
0.4711,13.4449,2.3608,15.4915
-0.9757,13.1372,0.9143,15.1835
-2.4218,12.8296,-0.5324,14.8771
-3.8687,12.52,-1.9783,14.5703
-5.3148,12.2096,-3.4248,14.2639
-5.3159,12.1947,-3.426,14.2488
-0.9756,8.4793,0.9137,10.5256
-2.4225,8.1717,-0.5327,10.2188
1.9179,12.1816,3.8074,14.2293
0.4707,11.8745,2.3608,13.9214
-0.9757,11.5671,0.9136,13.6138
-2.4228,11.2593,-0.5329,13.3067
-3.8693,10.9505,-1.9796,13.0005
-5.316,10.6404,-3.4259,12.6945
-3.8681,12.4919,-1.9785,14.5409
-0.9748,8.4734,0.915,10.519
0.472,11.8709,2.3612,13.917
-0.971,8.4861,0.9187,10.5316
-2.4181,8.1791,-0.5287,10.2246
-3.8612,7.8712,-1.9711,9.9198
-5.3087,10.6542,-3.4191,12.7071
-5.3034,12.207,-3.4132,14.2591
-5.3038,10.6626,-3.4143,12.7157
-3.8561,14.0636,-1.9663,16.1123
-5.3031,13.754,-3.4134,15.8064
-5.298,12.1975,-3.408,14.2504
-0.9573,8.4802,0.9319,10.5252
-2.4049,8.1728,-0.5152,10.2189
0.4926,11.8758,2.3819,13.9207
-0.9552,11.5689,0.9347,13.6139
-2.4024,11.2611,-0.5131,13.3075
-3.8501,10.9533,-1.9601,13.0021
-5.2969,10.6437,-3.4074,12.6965
-2.3931,11.2504,-0.5032,13.297
-3.8403,10.9423,-1.9507,12.9913
-5.2878,10.6328,-3.3977,12.6858
-5.2851,13.7221,-3.3948,15.7753
-2.3913,9.7024,-0.5015,11.7494
-3.8385,9.3943,-1.949,11.4438
-0.9391,11.5559,0.9503,13.6018
-2.3869,11.2483,-0.4969,13.2951
-5.2716,10.6371,-3.3816,12.6908
-2.3764,14.3472,-0.4862,16.3941
-3.8236,14.0383,-1.934,16.0881
-5.2714,13.7289,-3.3808,15.7822
1.9655,13.7297,3.8556,15.7766
0.5179,13.4232,2.4079,15.4688
-2.3726,11.2697,-0.4829,13.3163
0.5255,11.8495,2.416,13.8951
-0.9179,11.5438,0.9724,13.5887
0.5282,13.4107,2.4196,15.4577
-0.9195,13.1024,0.9719,15.1495
-2.3629,12.7945,-0.4712,14.8428
-3.8101,14.0209,-1.9179,16.071
-5.2573,13.7093,-3.3655,15.7639
1.9752,9.0658,3.8672,11.1139
0.5281,11.8474,2.4205,13.8944
-0.9196,11.5395,0.9721,13.5858
-2.3633,11.2306,-0.4711,13.2786
-2.3622,14.3212,-0.4697,16.3681
1.974,10.6079,3.866,12.6561
1.9733,13.6976,3.8654,15.7462
0.5294,13.3905,2.4217,15.4375
1.9726,9.0645,3.8649,11.1126
0.5287,8.757,2.4212,10.8036
-2.3675,14.3206,-0.4751,16.3688
-3.8146,9.3779,-1.9221,11.4283
1.9705,13.7053,3.8631,15.7539
0.5224,13.3965,2.4149,15.444
-0.9214,13.0888,0.9711,15.136
1.9698,12.1677,3.8625,14.2161
0.5216,11.8587,2.4141,13.907
-0.9265,11.5503,0.966,13.5972
-2.3698,11.2418,-0.4776,13.29
-5.2613,10.6209,-3.3684,12.6756
1.9631,9.0982,3.8563,11.1481
0.5153,8.7898,2.4079,10.8374
-0.9283,8.4822,0.9642,10.5295
1.9618,12.1918,3.8549,14.2412
0.5138,11.8834,2.4064,13.9313
-0.9302,11.5753,0.9629,13.6229
-2.3779,11.2659,-0.4854,13.3144
-3.8217,10.9561,-1.9285,13.0076
-2.3773,14.3573,-0.4843,16.4063
-3.825,14.0478,-1.9323,16.0987
-5.2686,13.7363,-3.3753,15.792
1.9594,10.6412,3.8529,12.6907
-0.9323,10.0246,0.9609,12.0726
-2.3801,9.7149,-0.4873,11.764
-3.8281,9.4043,-1.9351,11.4563
1.9557,13.7276,3.8491,15.7784
0.5122,13.4206,2.4051,15.4685
-0.936,13.1114,0.9569,15.1597
-2.3796,12.803,-0.4866,14.852
-3.8276,12.4922,-1.9345,14.544
-5.2755,12.1806,-3.3821,14.2364
1.9481,10.6246,3.8411,12.6745
0.504,10.3169,2.3974,12.3654
-0.9438,10.0077,0.949,12.0559
-3.8357,9.3892,-1.9424,11.4407
1.9498,13.7136,3.8432,15.7638
0.5015,13.4051,2.3948,15.4536
-0.9422,13.0969,0.9506,15.1452
-2.3905,12.7874,-0.4973,14.8366
1.9474,9.0746,3.8406,11.1247
0.4989,8.7663,2.3924,10.8147
-0.9446,8.4577,0.9482,10.5059
-2.3931,8.1484,-0.4998,10.1978
-3.8365,7.8391,-1.9436,9.8908
1.944,12.1633,3.8375,14.2133
0.5004,11.8554,2.3933,13.9044
-0.948,11.5468,0.9451,13.5946
-2.392,11.2379,-0.4988,13.2873
1.9393,10.6159,3.8323,12.6654
-2.3972,9.6906,-0.5041,11.7391
1.938,13.7053,3.8317,15.7548
0.4943,13.3973,2.3873,15.4451
-0.9543,13.0885,0.9391,15.1361
-2.398,12.7799,-0.5051,14.8287
0.4897,8.7604,2.3827,10.8079
-0.9546,8.4523,0.9387,10.4999
-2.4027,8.1429,-0.5098,10.191
-2.4021,11.2337,-0.509,13.282
-3.8506,10.9221,-1.9572,12.9738
-5.2945,10.612,-3.4009,12.6667
-2.4034,14.3236,-0.51,16.3716
-3.8516,14.013,-1.9584,16.0637
-5.2957,13.7022,-3.4019,15.7574
0.483,13.3943,2.3765,15.4414
-0.9608,13.0865,0.9319,15.1332
-2.4099,12.7769,-0.5163,14.8254
0.4761,10.306,2.3691,12.3523
-0.9684,9.9979,0.9249,12.0443
1.922,13.704,3.8153,15.7519
0.4774,13.3963,2.3709,15.443
-0.9711,13.0881,0.9217,15.134
-2.4158,12.7794,-0.5224,14.8274
-3.8642,12.4688,-1.9711,14.519
-0.9733,8.4541,0.9195,10.5006
-2.4178,8.1456,-0.5248,10.1938
-0.9716,11.5455,0.9211,13.5922
-2.4207,11.2363,-0.5274,13.284
-3.8647,10.9272,-1.9718,12.9773
-5.3137,10.6156,-3.4199,12.6701
0.4695,10.3094,2.362,12.3566
-0.9754,10.0025,0.9178,12.0479
-3.8678,12.4746,-1.975,14.5251
-5.317,12.1633,-3.4233,14.218
1.9137,9.0754,3.8067,11.1234
0.469,8.7683,2.3621,10.8151
-0.98,8.4599,0.9129,10.506
-2.4246,8.152,-0.5316,10.1995
-3.8739,12.4837,-1.9812,14.5343
-5.3229,12.1729,-3.4295,14.2273
0.4645,11.8697,2.3576,13.9169
-0.9843,11.5611,0.9082,13.6084
-2.4293,11.2538,-0.5362,13.3017
-3.8777,10.9439,-1.9851,12.9944
-5.3225,10.6336,-3.429,12.6884
1.909,10.6388,3.8019,12.6873
0.46,10.3312,2.3528,12.3778
-0.9847,10.0241,0.908,12.071
-2.4296,9.7157,-0.5367,11.7645
-3.8782,9.4064,-1.9858,11.4575
-5.3234,12.1873,-3.43,14.2424
1.9062,9.0845,3.7991,11.1332
-0.9832,8.4709,0.9094,10.5179
-2.4325,8.1621,-0.5396,10.2108
-3.8768,7.8537,-1.9844,9.9049
-3.8798,10.9395,-1.9873,12.9905
-3.8768,12.4732,-1.984,14.5239
-2.4298,9.6791,-0.5379,11.7272
-3.875,9.3712,-1.9822,11.4209
-3.8761,12.4595,-1.9837,14.5099
-5.3208,12.1501,-3.4283,14.2041
1.9129,9.051,3.8051,11.0992
-0.9816,8.4377,0.9103,10.4843
-2.4263,14.3099,-0.5341,16.357
-3.8712,14.0019,-1.9789,16.0514
-5.3205,13.6915,-3.4279,15.7454
-3.8674,12.4567,-1.9751,14.506
-5.3168,12.147,-3.4243,14.2001
-2.4194,14.3119,-0.5276,16.3584
-3.8651,14.004,-1.9724,16.0527
-5.3099,13.6947,-3.4176,15.7481
-3.8625,9.3713,-1.97,11.4204
1.9232,13.6897,3.8154,15.7364
0.4777,13.3841,2.3701,15.4291
-0.9674,13.0776,0.9245,15.1228
-2.4177,12.7702,-0.5251,14.816
-0.9668,11.537,0.9252,13.5819
-2.4124,14.3221,-0.5199,16.3679
-3.8575,14.0142,-1.9655,16.0633
-5.303,13.7054,-3.4103,15.758
-2.407,9.6911,-0.515,11.7377
-3.8526,9.384,-1.9602,11.4325
1.9316,13.7026,3.8243,15.7491
0.4864,13.3962,2.3784,15.4419
-0.9595,13.0909,0.9329,15.1354
-2.4048,12.7833,-0.5127,14.8299
-3.8549,12.475,-1.9624,14.5235
-5.3003,12.1658,-3.4076,14.2189
-2.4024,8.1541,-0.5105,10.2005
-3.8526,7.8455,-1.96,9.8941
-2.4031,14.3388,-0.5113,16.3857
-3.849,14.0313,-1.9563,16.0802
-5.2941,13.722,-3.4018,15.7755
-0.9525,13.1088,0.9394,15.1544
-2.3983,12.8024,-0.5059,14.8487
-2.3891,9.7,-0.4967,11.7473
-3.8344,9.392,-1.942,11.4423
-5.2797,9.0832,-3.3872,11.1372
1.9542,13.7076,3.8463,15.7559
0.504,13.4015,2.3965,15.4474
-2.3874,12.7886,-0.4948,14.8353
-3.8328,12.4807,-1.9403,14.5307
-5.2782,12.1717,-3.3856,14.2258
-2.3825,14.3249,-0.49,16.3725
-3.8279,14.0173,-1.9354,16.0674
-5.2731,13.7086,-3.3806,15.7625
-2.3719,11.2261,-0.4793,13.2736
-3.8131,13.9992,-1.9202,16.0489
-0.9154,11.5224,0.9778,13.5676
-2.3602,14.3279,-0.4659,16.3761
-3.806,14.0188,-1.9117,16.0691
-5.2518,13.7085,-3.3569,15.7623
-2.3583,8.1324,-0.4638,10.181
1.9789,12.1439,3.8735,14.1933
1.9756,12.114,3.8707,14.1633
1.9745,10.5673,3.8699,12.6161
0.5282,10.2588,2.4238,12.3071
-2.3642,9.6417,-0.4686,11.6907
1.9736,13.6567,3.8695,15.7067
0.5275,13.3493,2.4228,15.3966
1.9707,9.0235,3.8661,11.0733
-0.9217,8.4071,0.9737,10.4548
-2.3681,8.0976,-0.4723,10.147
1.9633,13.6641,3.859,15.714
1.9605,9.0338,3.8565,11.0847
0.5185,8.7267,2.4145,10.7754
-0.9276,8.4186,0.9681,10.4669
-2.3737,8.1085,-0.4781,10.1586
1.9629,12.1267,3.8589,14.1772
-2.3784,14.2926,-0.4828,16.3422
-3.8249,13.982,-1.9286,16.0346
1.9575,10.59,3.8541,12.641
1.957,13.6834,3.8536,15.7343
0.5112,13.3754,2.4068,15.4242
-0.9354,13.0671,0.9608,15.1157
1.9534,9.0552,3.8495,11.1059
0.5071,8.747,2.4031,10.7962
-0.9392,8.4382,0.9568,10.487
-2.3853,8.1289,-0.4895,10.179
-3.8317,7.8185,-1.9353,9.8712
1.9528,12.1481,3.8491,14.1989
0.5068,11.8405,2.4025,13.8891
-0.9397,11.5313,0.9565,13.5805
-2.3857,11.2219,-0.49,13.2718
-2.3881,14.3152,-0.492,16.3654
-3.8342,14.0048,-1.9381,16.0575
-5.2802,13.693,-3.384,15.7499
1.9458,10.6152,3.8419,12.6658
0.4994,10.3068,2.3957,12.3558
-2.3931,9.6889,-0.4968,11.7391
1.9434,9.0696,3.8401,11.1209
0.4974,8.7618,2.3932,10.8104
-0.9522,11.5412,0.9437,13.5898
-2.3987,11.2316,-0.5026,13.2817
-2.3992,14.3208,-0.5033,16.3702
1.9344,10.6078,3.8306,12.6582
1.9337,13.6963,3.8301,15.7467
-3.8476,12.461,-1.9516,14.5129
-5.2941,12.1488,-3.3974,14.2053
1.9323,9.0577,3.8286,11.1076
-0.9609,8.441,0.935,10.4888
-2.4076,8.1315,-0.5114,10.1812
1.9233,10.5976,3.8197,12.6474
-0.9657,9.9818,0.9305,12.0298
-2.4123,9.6725,-0.5162,11.7215
-3.8589,9.3623,-1.9627,11.4139
-0.9725,8.4326,0.924,10.4801
1.921,12.1393,3.8173,14.1884
-0.9729,11.5223,0.9233,13.57
-2.4196,11.2132,-0.5237,13.2621
-3.8665,10.903,-1.9701,12.9543
1.9177,10.591,3.814,12.6398
-0.9763,9.9749,0.9202,12.0214
1.9158,13.6801,3.812,15.7293
0.469,13.3722,2.3648,15.4197
-0.9782,13.0639,0.9181,15.1105
-2.4249,12.7553,-0.5291,14.8031
-3.8719,12.4443,-1.9756,14.4957
-5.3139,12.1345,-3.4178,14.1893
1.9129,9.0435,3.8092,11.0918
1.9088,12.1323,3.8051,14.1813
-2.4277,11.2084,-0.5317,13.2564
-3.8743,10.8983,-1.9786,12.9494
-5.3213,10.5875,-3.4247,12.642
-0.9843,9.9708,0.9117,12.0177
-2.4308,9.6615,-0.5355,11.7102
-3.878,9.3521,-1.9819,11.4025
-5.3249,9.0411,-3.4286,11.0965
1.9074,13.6758,3.8034,15.7245
0.4605,13.3681,2.3561,15.4153
-0.9868,13.0601,0.9092,15.107
-2.4335,12.7512,-0.538,14.7995
-3.8764,12.4426,-1.9801,14.4932
1.9195,13.6783,3.7834,15.7209
0.4699,13.3707,2.3339,15.4112
1.9162,9.0435,3.7799,11.0862
0.4705,8.737,2.3349,10.7775
-0.9742,8.4295,0.8894,10.4701
-2.4239,8.1205,-0.5598,10.1622
-2.4217,11.2117,-0.5579,13.2534
-3.8668,10.903,-2.0027,12.9474
-5.3158,10.5919,-3.4517,12.6404
-2.4248,9.6681,-0.5612,11.7103
1.9154,13.6822,3.779,15.7242
0.47,13.3756,2.3339,15.4163
-0.9748,13.0685,0.8885,15.1093
-2.4243,12.7597,-0.5605,14.8019
-3.869,12.451,-2.0055,14.4957
-5.3141,12.1414,-3.45,14.1902
-5.3151,13.6912,-3.4511,15.7396
-0.977,13.0777,0.8863,15.1185
-2.4218,12.7703,-0.5589,14.8124
0.4749,10.3107,2.3382,12.3508
-2.4156,8.1609,-0.553,10.2023
0.4766,11.8631,2.3394,13.9032
-0.9688,11.5571,0.8942,13.5964
-5.3083,10.6313,-3.4451,12.6797
-3.8526,10.9274,-1.9896,12.97
-5.3019,10.6169,-3.439,12.6643
-2.405,14.3242,-0.5425,16.3643
-3.8547,14.0158,-1.9918,16.0584
-2.3714,14.3155,-0.5097,16.3565
-0.9217,13.0778,0.9405,15.1173
-2.3666,12.7709,-0.5047,14.812
-5.2613,12.1538,-3.3988,14.2016
-2.3591,12.7749,-0.4966,14.8158
-2.3521,8.1425,-0.4896,10.1833
-5.246,10.6154,-3.3836,12.6627
-5.246,13.7056,-3.3835,15.7531
1.9953,10.5933,3.8583,12.6344
-2.3424,12.7618,-0.4801,14.8025
-3.788,12.454,-1.9249,14.4971
0.5531,13.3644,2.4176,15.405
-0.8918,13.0565,0.9721,15.0968
-2.3373,12.7482,-0.4729,14.7896
0.5554,8.7244,2.4199,10.7648
1.9962,9.0193,3.8608,11.0614
-3.7891,13.9631,-1.9242,16.0071
1.9943,10.5594,3.8592,12.6021
1.9916,13.6486,3.8566,15.6914
-2.3535,14.2661,-0.4891,16.3086
-3.7987,13.9561,-1.9336,16.0014
-5.2431,13.6452,-3.3784,15.6942
1.9815,10.5553,3.8463,12.5992
1.981,13.6463,3.8459,15.69
1.9793,9.0128,3.8444,11.0567
0.5346,8.7049,2.3991,10.7473
-2.3593,8.0867,-0.4951,10.1297
1.9771,12.1027,3.8421,14.1469
0.5322,11.7949,2.397,13.8372
-2.3618,11.1764,-0.497,13.2201
-2.36,14.2675,-0.4952,16.311
-3.809,13.9565,-1.9443,16.0026
-3.814,12.4142,-1.9492,14.4602
1.9678,9.0179,3.8326,11.0619
0.5225,8.7096,2.3876,10.7527
-0.9264,8.4006,0.9382,10.4428
-2.371,8.0913,-0.5066,10.1351
-3.8159,7.7817,-1.9509,9.8278
1.9618,10.5682,3.8266,12.6123
-2.3773,9.6421,-0.5123,11.6863
-2.3794,12.7336,-0.5145,14.7774
-3.824,12.4241,-1.9592,14.4698
1.9543,12.119,3.8195,14.1631
0.5098,11.8114,2.3742,13.8534
1.948,10.5802,3.8129,12.624
0.503,10.2724,2.3678,12.3142
-2.3911,9.6535,-0.5262,11.6969
1.9443,9.0408,3.8089,11.0837
0.4949,8.7321,2.3596,10.7737
-0.9502,8.4237,0.9145,10.4651
-2.395,8.115,-0.5306,10.1574
-2.3991,14.2992,-0.5347,16.341
-3.8446,13.9893,-1.9793,16.0343
-5.2889,13.6779,-3.4244,15.7272
1.9366,10.5943,3.8017,12.6373
-5.2979,12.1393,-3.4329,14.1877
1.9299,9.0555,3.7945,11.0977
0.4845,8.7483,2.3492,10.7885
-3.8575,14.0056,-1.993,16.0495
-5.3023,13.6942,-3.4378,15.7425
1.9194,12.1584,3.7835,14.2002
0.4738,11.8513,2.3383,13.8913
-0.9711,11.5432,0.8927,13.5831
